Step,Scaffold,SMILES,bioactivity,raw_bioactivity,total_score,ID
33.0,C1=CCN2CCc3c(cccc3N3CCN(C4CCCCC4)CC3)C2C1,CC1=CCC2c3cccc(N4CCN(C5CCCCC5)CC4)c3CCN2C1,0.5,0.5,0.5,fine-tune predictive component_3425
33.0,O=C1NCCN1CCN1CCN(CCN2CCN(C3CCCCC3)CC2)CC1,CC1CN(CCN2CCNC2=O)CCN1CCN1CCN(C2CCCCC2)CC1,0.5,0.5,0.5,fine-tune predictive component_3426
32.0,C1CCC(N2CCN(CCN3CCN(C4CCCCC4)CC3)CC2)CC1,CC1CN(CCN2CCN(C3CCCCC3)CC2)CCN1C1CCCCC1O,0.5,0.5,0.5,fine-tune predictive component_3427
32.0,O=C(NC1CCCCC1NC(=O)c1cc2ccccc2[nH]1)c1ccc(N2CCN(C3CC3)CC2)cc1,O=C(NC1CCCCC1NC(=O)c1cc2cc(Cl)ccc2[nH]1)c1ccc(N2CCN(C3CC3)CC2)cc1,0.5,0.5,0.5,fine-tune predictive component_3428
32.0,c1ccc(C(CCCN2CCN(C3CCCCC3)CC2)CCn2cnnn2)cc1,CCCC(C)(CC(CC(O)CN1CCN(C2CCCCC2)CC1C)c1ccccc1)n1cnnn1,0.5,0.5,0.5,fine-tune predictive component_3429
32.0,O=C(c1ccc(N=c2cc[nH]c3ccc(-c4ccccc4)cc23)cc1)N1CCN(C2CCCC2)CC1,COc1cc(-c2ccc3[nH]cc(C(C)=O)c(=Nc4ccc(C(=O)N5CCN(C6CCCC6)CC5)cc4)c3c2)cc(Cl)c1O,0.5,0.5,0.5,fine-tune predictive component_3430
31.0,O=C1c2ccccc2CN1C1CCN(C2CCNCC2)CC1,NC(=O)c1cccc2c1C(=O)N(C1CCN(C3CCN(CCO)CC3)CC1)C2,0.5,0.5,0.5,fine-tune predictive component_3431
31.0,C1CCC(N2CCN(C3CCCCC3)CC2)CC1,CC(C)OC(=O)NC1CCCCC1N1CCN(C2CCCCC2)CC1,0.5,0.5,0.5,fine-tune predictive component_3432
31.0,O=C(CN1CCCC1)N1CCCC(CN2CCN(C3CCCCC3)CC2)C1,O=C(CN1CCCC1)N1CCCC(CN2CCN(C3CCCCC3)CC2)C1,0.5,0.5,0.5,fine-tune predictive component_3433
31.0,O=C(N=c1[nH]nc(N2CCN(C3CCCCC3)CC2)s1)c1ccccn1,O=C(N=c1[nH]nc(N2CCN(C3CCCCC3)CC2)s1)c1ccccn1,0.5,0.5,0.5,fine-tune predictive component_3434
31.0,O=C(NC1CC2CCC(C1)N(Cc1ccccc1)C2)c1cccs1,O=C(NC1CC2CCC(C1)N(Cc1ccc(F)cc1)C2)c1cccs1,0.5,0.5,0.5,fine-tune predictive component_3435
31.0,O=C(N1CCN(C2CCCCC2)CC1)N1CCN(C2c3ccccc3CCc3cccnc32)CC1,O=C(N1CCN(C2CCCCC2)CC1)N1CCN(C2c3ccc(Cl)cc3CCc3cccnc32)CC1,0.5,0.5,0.5,fine-tune predictive component_3436
31.0,C1=C2C3C4CCCN3CCN2CC4C1,CCOC12CN3CCN4CCCC1C4C3=CC2O,0.5,0.5,0.5,fine-tune predictive component_3437
31.0,O=C(NC1CCC1)N1CCN(C2c3ccccc3-c3ccccc32)CC1,O=C(NC1CCC1)N1CCN(C2c3ccccc3-c3ccccc32)CC1,0.5,0.5,0.5,fine-tune predictive component_3438
31.0,O=C(NCC(C1CCCC1)N1CCN(C2CCC2)CC1)Nc1ccccc1,CC(C)c1cccc(C(C)C)c1NC(=O)NCC(C1CCCC1)N1CCN(C2CCC2)CC1,0.5,0.5,0.5,fine-tune predictive component_3439
31.0,c1ccc2c(c1)CCCC2N1CCN(C2CCCC2)CC1,CC1(C)Cc2c(F)cc(F)cc2C(N2CCN(C3CCCC3)CC2)C1,0.5,0.5,0.5,fine-tune predictive component_3440
31.0,O=C(C1CCN(C(=O)NCCC2CCN(Cc3ccccc3)CC2)C1c1ccccc1)N1CCN(C2CCCCC2)CC1,COc1ccc(CN2CCC(CCNC(=O)N3CCC(C(=O)N4CCN(C5CCCCC5)CC4)C3c3ccc(F)cc3F)CC2)cc1,0.5,0.5,0.5,fine-tune predictive component_3441
31.0,c1ccc(CN2CCC(N3CCN(C4CCCCC4)CC3)CC2)cc1,COc1cccc(CN2CCC(N3CCN(C4CCCCC4)CC3)CC2)c1OC,0.5,0.5,0.5,fine-tune predictive component_3442
31.0,O=C(C1NCCN1S(=O)(=O)c1ccccc1)N1CCN(C2CCCCC2)CC1,O=C(C1NCCN1S(=O)(=O)c1cccc(Cl)c1)N1CCN(C2CCCCC2)CC1,0.5,0.5,0.5,fine-tune predictive component_3443
31.0,O=C(Nc1ccc(C(=O)N2CCN(C3CCCC3)CC2)cc1)N1Cc2ccncc2C1,O=C(Nc1ccc(C(=O)N2CCN(C3CCCC3)CC2)cc1)N1Cc2ccncc2C1,0.5,0.5,0.5,fine-tune predictive component_3444
31.0,O=C(N1CCN(CCC2CCCCC2)CC1)N1CCN(C2CCC2)CC1,O=C(N1CCN(CCC2CCCCC2)CC1)N1CCN(C2CCC2)CC1,0.5,0.5,0.5,fine-tune predictive component_3445
31.0,O=C(Cn1cnc(S(=O)(=O)N2CCN(C3CCCCC3)CC2)c1)Nc1ccccc1,O=C(Cn1cnc(S(=O)(=O)N2CCN(C3CCCCC3)CC2)c1)Nc1ccccc1C(F)(F)F,0.5,0.5,0.5,fine-tune predictive component_3446
31.0,O=S(=O)(NC1CCCCC1N1CCN(C2CCCCC2)CC1)c1ccccc1,CC(C)(C)c1ccc(S(=O)(=O)NC2CCCCC2N2CCN(C3CCCCC3)CC2)cc1,0.5,0.5,0.5,fine-tune predictive component_3447
31.0,C1CCC(N2CCN(C3CCCCC3)CC2)CC1,OC1CCCCC1N1CCN(C2CCCCC2)CC1,0.5,0.5,0.5,fine-tune predictive component_3448
31.0,c1ccc(N2CCN(CCN3CCN(C4CCCCC4)CC3)CC2)cc1,CC(C)Oc1ccccc1N1CCN(CCN2CCN(C3CCCCC3)CC2)CC1,0.5,0.5,0.5,fine-tune predictive component_3449
32.0,O=c1cc(N2CCOCC2)nc2cccc(CN3CCN(C4c5ccccc5-c5ccccc54)CC3)c2n1,O=c1cc(N2CCOCC2)nc2cccc(CN3CCN(C4c5ccccc5-c5ccccc54)CC3)c2n1,0.5,0.5,0.5,fine-tune predictive component_3450
32.0,c1ccc2c(c1)CC(N1CCN(C3CCNCC3)CC1)C2,CCOC(=O)N1CCC(N2CCN(C3Cc4ccccc4C3O)CC2)CC1,0.5,0.5,0.5,fine-tune predictive component_3451
32.0,O=C(N1CCC(N2CCNCC2)CC1)N1c2ccccc2Oc2ccccc21,Cc1ccc2c(c1)N(C(=O)N1CCC(N3CCN(C)CC3)CC1)c1ccccc1O2,0.5,0.5,0.5,fine-tune predictive component_3452
32.0,C1CCC(N2CCN(C3CCCCC3OCCN3CCN(C4CCOCC4)CC3)CC2)CC1,C1CCC(N2CCN(C3CCCCC3OCCN3CCN(C4CCOCC4)CC3)CC2)CC1,0.5,0.5,0.5,fine-tune predictive component_3453
28.0,C1CNCN(C2CCC(N3CCNCC3)CC2)C1,CN1CCN(C2CCC(N3CCCN(S(C)(=O)=O)C3)CC2)CC1,0.5,0.5,0.5,fine-tune predictive component_3454
28.0,O=S(=O)(C1CC1)N1CC(N2CCN(C3CCCCC3)CC2)C1,O=S(=O)(C1CC1)N1CC(N2CCN(C3CCCCC3)CC2)C1,0.5,0.5,0.5,fine-tune predictive component_3455
22.0,C(=NN1CCN(C2CCCCC2)CC1)c1ccccc1,COc1cc(C=NN2CCN(C3CCCCC3)CC2)ccc1O,0.5,0.5,0.5,fine-tune predictive component_3456
24.0,O=C(NCC(c1ccc(C2CC2)cc1)N1CCN(C2CCCCC2)CC1)Nc1ccccc1,NC(=O)c1ccc(NC(=O)NCC(c2ccc(C3CC3)cc2)N2CCN(C3CCCCC3)CC2)cc1,0.5,0.5,0.5,fine-tune predictive component_3457
23.0,O=C(c1ccc2[nH]c(CCN3C(=O)CC4(CCCC4)CC3=O)nc2c1)N1CCN(C2CCCCC2)CC1,Cn1c(CCN2C(=O)CC3(CCCC3)CC2=O)nc2cc(C(=O)N3CCN(C4CCCCC4)CC3)ccc21,0.5,0.5,0.5,fine-tune predictive component_3458
23.0,O=S(=O)(N1CCCCC1)N1CCN(C2CN(CC3CCCCC3)CC2CN2CCNCC2)CC1,O=S(=O)(N1CCCCC1)N1CCN(C2CN(CC3CCCCC3)CC2CN2CCN(CCO)CC2)CC1,0.5,0.5,0.5,fine-tune predictive component_3459
23.0,c1ccc2nc3cc(CN4CCNCC4)ccc3nc2c1,CN(C)CCNC(=O)c1cccc2nc3ccc(CN4CCN(CCO)CC4)c(O)c3nc12,0.5,0.5,0.5,fine-tune predictive component_3460
23.0,O=C1C(=COCCN2CCNCC2)c2ccccc2C1c1ccccc1,CC(OCCN1CCN(CCO)CC1)=C1C(=O)C(CCCN(C)C)(c2ccc(F)cc2)c2ccc(C)cc21,0.5,0.5,0.5,fine-tune predictive component_3461
23.0,O=C(C=Cc1ccccc1)NC1CCC(N2CCN(c3ccccc3)CC2)CC1,O=C(C=Cc1c(Cl)cccc1Cl)NC1CCC(N2CCN(c3cc(Cl)cc(Cl)c3)CC2)CC1,0.5,0.5,0.5,fine-tune predictive component_3462
23.0,O=c1[nH]c(=O)c2c(nc(CN3CCN(C4CCCCC4)CC3)n2Cc2ccccc2)[nH]1,Cc1ccc(C)c(Cn2c(CN3CCN(C4CCCCC4)CC3)nc3c2c(=O)n(C)c(=O)n3C)c1,0.5,0.5,0.5,fine-tune predictive component_3463
23.0,c1ccc(-c2cccc(C3OC45CCN(CC4N(CC4CC4)CC5)C3C3CC3)c2)cc1,COc1ccc(-c2cccc(C3OC45CCN(CC4N(CC4CC4)CC5)C3C3CC3)c2)cc1,0.5,0.5,0.5,fine-tune predictive component_3464
24.0,O=C(N1CCN(C2CCCCC2)CC1)C12CCCC(n3cc(COc4ccccc4)nn3)C1C2,Cc1cccc(C(C)(C)C)c1OCc1cn(C2CCCC3(C(=O)N4CCN(C5CCCCC5)CC4)CC23)nn1,0.5,0.5,0.5,fine-tune predictive component_3465
24.0,O=C(Cc1cnoc1)N1CCN(C2CCCCC2)CC1,Cc1noc(C)c1CC(=O)N1CCN(C2CCCCC2)CC1,0.5,0.5,0.5,fine-tune predictive component_3466
24.0,S=C(Nc1ccccc1)N1CCN(C2CCNCC2)CC1,CCOC(=O)N1CCC(N2CCN(C(=S)Nc3cc(Cl)cc(Cl)c3)CC2)CC1,0.5,0.5,0.5,fine-tune predictive component_3467
24.0,O=C(CN1CCCC12c1ccccc1N1N2C12CCCC2)N1CCN(C2CCCCC2)CC1,O=C(CN1CCCC12c1ccccc1N1N2C12CCCC2)N1CCN(C2CCCCC2)CC1,0.5,0.5,0.5,fine-tune predictive component_3468
24.0,O=C(C1CCN(c2ncc(-c3ccccc3)o2)CC1)N1CCC(N2CCN(C3CCCCC3)CC2)CC1,Cc1nc(N2CCC(C(=O)N3CCC(N4CCN(C5CCCCC5)CC4)CC3)CC2)oc1-c1ccc(Cl)cc1,0.5,0.5,0.5,fine-tune predictive component_3469
25.0,O=C1C(CCN2CCNCC2)NC(CN2CCCC2)CN1CCc1ccccc1,CCC(CN1CC(CN2CCCC2)NC(CCN2CCN(CCO)CC2)C1=O)c1ccccc1,0.5,0.5,0.5,fine-tune predictive component_3470
24.0,O=S1(=O)CC(N2CCN(C3CCCCC3)CC2)CN1,CN1CC(N2CCN(C3CCCCC3)CC2)CS1(=O)=O,0.5,0.5,0.5,fine-tune predictive component_3471
24.0,c1ccn2c(CN3CCN(C4CCCCC4)CC3)nnc2c1,Cc1cc(C)n2c(CN3CCN(C4CCCCC4)CC3)nnc2c1,0.5,0.5,0.5,fine-tune predictive component_3472
24.0,O=C(N1Cc2nc3ccccc3nc2C1)C1(N2CCN(C3CCCCC3)CC2)CCCCC1,O=C(N1Cc2nc3ccccc3nc2C1)C1(N2CCN(C3CCCCC3)CC2)CCCCC1,0.5,0.5,0.5,fine-tune predictive component_3473
24.0,c1ccc(OCc2ccc(-c3nccn3CCN3CCN(C4CCCCC4)CC3)o2)cc1,Clc1ccc(Cl)c(OCc2ccc(-c3nccn3CCN3CCN(C4CCCCC4)CC3)o2)c1,0.5,0.5,0.5,fine-tune predictive component_3474
24.0,c1cc2c(cc1OCCCN1CCOCC1)CCN(c1cc(=NC3CCCCC3)c3cc(N4CCN(C5CCC5)CC4)ncc3[nH]1)C2,c1cc2c(cc1OCCCN1CCOCC1)CCN(c1cc(=NC3CCCCC3)c3cc(N4CCN(C5CCC5)CC4)ncc3[nH]1)C2,0.5,0.5,0.5,fine-tune predictive component_3475
24.0,O=C(C1CCN(c2ccncn2)CC1)N1CCN(C2CCC2)CC1,Cc1cc(N2CCC(C(=O)N3CCN(C4CCC4)CC3)CC2)nc(C)n1,0.5,0.5,0.5,fine-tune predictive component_3476
24.0,O=C(CSc1cn(CCN2CCOCC2)c2ccccc12)N1CCN(C2CCCCC2)CC1,O=C(CSc1cn(CCN2CCOCC2)c2ccccc12)N1CCN(C2CCCCC2)CC1,0.5,0.5,0.5,fine-tune predictive component_3477
24.0,C1CCC(N2CCN(C3CCNCC3)CC2)CC1,COCCCN1CCC(N2CCN(C3CCCCC3O)CC2)CC1,0.5,0.5,0.5,fine-tune predictive component_3478
25.0,C1CCN2CCCC(N3CCN(C4CCOCC4)CC3)C2C1,C1CCN2CCCC(N3CCN(C4CCOCC4)CC3)C2C1,0.5,0.5,0.5,fine-tune predictive component_3479
25.0,O=C(CN1CCC(n2[nH]ccc2=O)CC1)N1CCN(C2CCCCC2)CC1,O=C(CN1CCC(n2[nH]c(CC(F)(F)F)cc2=O)CC1)N1CCN(C2CCCCC2)CC1,0.5,0.5,0.5,fine-tune predictive component_3480
25.0,O=C(NCCN1CCC(OC(=O)N2CCC(N3CCN(C(=O)C4CNCC4c4ccccc4)CC3)CC2)CC1)c1cnccn1,Cc1cnc(C(=O)NCCN2CCC(OC(=O)N3CCC(N4CCN(C(=O)C5CN(C(C)(C)C)CC5c5ccc(F)cc5F)CC4)CC3)CC2)cn1,0.5,0.5,0.5,fine-tune predictive component_3481
23.0,O=C(NCC(c1ccccc1)N1CCN(C2CCCCC2)CC1)C1CCCN(C2CCCC2)C1,O=C(NCC(c1ccc([N+](=O)[O-])cc1)N1CCN(C2CCCCC2)CC1)C1CCCN(C2CCCC2)C1,0.5,0.5,0.5,fine-tune predictive component_3482
23.0,O=C(C1CCCN1)N1CCN(C2c3ccccc3-c3ccccc32)CC1,Cc1cc2c(cc1Br)-c1ccccc1C2N1CCN(C(=O)C2CCCN2C)CC1,0.5,0.5,0.5,fine-tune predictive component_3483
23.0,c1ccc2c(c1)CCCC2CCCCCN1CCN(C2CCCCC2)CC1,COc1cccc2c1CCCC2CCCCCN1CCN(C2CCCCC2)CC1,0.5,0.5,0.5,fine-tune predictive component_3484
23.0,O=C(NCCC1CCCN1)c1cc(N2CCN(C3CCCCC3)CC2)ccc1N1CCN(CC2CCCC2)CC1,CCOC1CCC(N2CCN(c3ccc(N4CCN(CC5CCCC5)CC4)c(C(=O)NCCC4CCCN4C)c3)CC2)CC1,0.5,0.5,0.5,fine-tune predictive component_3485
22.0,c1ccc(C(c2ccns2)N2CCN(C3CCCCC3)CC2)cc1,COc1cc(C(c2cc(C)ns2)N2CCN(C3CCCCC3)CC2)ccc1F,0.5,0.5,0.5,fine-tune predictive component_3486
22.0,O=C(NCCN1CCN(C2CCCCC2)CC1)C1CC2OC2C1,COC1C(C(=O)NCCN2CCN(C3CCCCC3)CC2)CC2OC21,0.5,0.5,0.5,fine-tune predictive component_3487
22.0,O=C(C1CCCN(C2CCCC2)C1)N1CCC2(CC1)CN(C1CCOCC1)CCN2,CN1CCN(C2CCOCC2)CC12CCN(C(=O)C1CCCN(C3CCCC3)C1)CC2,0.5,0.5,0.5,fine-tune predictive component_3488
22.0,O=C(CCCCCN1CCN(c2ccccc2)CC1)N1CCN(C2CCCCC2)CC1,O=C(CCCCCN1CCN(c2cccc(Cl)c2Cl)CC1)N1CCN(C2CCCCC2)CC1,0.5,0.5,0.5,fine-tune predictive component_3489
22.0,O=C(N1CCN(c2ccccn2)CC1)N1CCN(C2CCCCC2)CC1,O=C(N1CCN(c2ccc(C(F)(F)F)cn2)CC1)N1CCN(C2CCCCC2)CC1,0.5,0.5,0.5,fine-tune predictive component_3490
22.0,C1CCC(N2CCN(CC3CCCS3)CC2)CC1,C1CCC(N2CCN(CC3CCCS3)CC2)CC1,0.5,0.5,0.5,fine-tune predictive component_3491
22.0,c1ccc(CCOC2CCCCC2N2CCN(C3CCCCC3)CC2)cc1,N#Cc1ccc(CCOC2CCCCC2N2CCN(C3CCCCC3)CC2)cc1,0.5,0.5,0.5,fine-tune predictive component_3492
22.0,c1ccc2c(c1)CCC1C2CCC2C1CCC2N1CCN(C2CCCCC2)CC1,CC(=O)c1cc(O)cc2c1CCC1C2CCC2(C)C1CCC2N1CCN(C2CCCCC2)CC1,0.5,0.5,0.5,fine-tune predictive component_3493
22.0,O=C1CCCC1CN1CCN(C2CCCCCC2)CC1,COCCN(C)C1(CN2CCN(C3CCCCCC3)CC2)CCCC1=O,0.5,0.5,0.5,fine-tune predictive component_3494
22.0,O=C(C1COCCN1)N1CCC(N2CCN(C3CCC3)CC2)C(C[SH+]c2ccccc2)C1,Cc1ccc([S+]([O-])CC2CN(C(=O)C3COCCN3)CCC2N2CCN(C3CCC3)CC2)cc1,0.5,0.5,0.5,fine-tune predictive component_3495
22.0,c1ccc(CNCC(c2ccccc2)N2CCN(C3CCC3)CC2)cc1,CCNc1ccc(C(CNCc2ccc(OC)c(OC)c2)N2CCN(C3CCC3)CC2)cc1,0.5,0.5,0.5,fine-tune predictive component_3496
22.0,C1CCC(N2CCN(C3CCCC3)CC2)CC1,C1CCC(N2CCN(C3CCCC3)CC2)CC1,0.5,0.5,0.5,fine-tune predictive component_3497
22.0,c1ccc(N2CN(CCN3CCN(C4CCCCC4)CC3)Cc3ccccc32)cc1,ON=CC1(O)c2ccccc2N(c2ccc(F)cc2)CN1CCN1CCN(C2CCCCC2)CC1,0.5,0.5,0.5,fine-tune predictive component_3498
23.0,O=C(OC1C2CC3CN1CCN3C2)N1CCN(C2CCCCC2)CC1,CC12CC3CN1CCN(C2)C3OC(=O)N1CCN(C2CCCCC2)CC1,0.5,0.5,0.5,fine-tune predictive component_3499
23.0,O=C(CNC1CC2CN(C(=O)c3ccn[nH]3)CC2C1)N1CCN(C2CCCCC2)CC1,CC(C)(C)OC(=O)Nc1cc(C(=O)N2CC3CC(NCC(=O)N4CCN(C5CCCCC5)CC4)CC3C2)[nH]n1,0.5,0.5,0.5,fine-tune predictive component_3500
23.0,c1ccc(-c2cc(CN3CCN(C4CCCCCC4)CC3)ccn2)cc1,Cc1cccc(-c2cc(CN3CCN(C4CCCCCC4)CC3)ccn2)c1,0.5,0.5,0.5,fine-tune predictive component_3501
23.0,O=C(CCC(=O)N1CCN(C2CCCCC2)CC1)Nc1sc2c(c1C(=O)NCCN1CCOCC1)CCC2,O=C(CCC(=O)N1CCN(C2CCCCC2)CC1)Nc1sc2c(c1C(=O)NCCN1CCOCC1)CCC2,0.5,0.5,0.5,fine-tune predictive component_3502
23.0,O=C(Cn1cc2c(c1)CCCC2)N1CCN(C2CCCCC2)CC1,CC(C(=O)N1CCN(C2CCCCC2)CC1)n1c(O)c2c(c1O)CCCC2,0.5,0.5,0.5,fine-tune predictive component_3503
23.0,O=C1CCCN1CC#CCN1CCN(C2CCCCC2)CC1,O=C1CCCN1CC#CCN1CCN(C2CCCCC2)CC1,0.5,0.5,0.5,fine-tune predictive component_3504
23.0,c1ccc2c(c1)ncn2-c1nc(N2CCN(CCCN3CCCCC3)CC2)nc(N2CCN(C3CC3)CC2)n1,c1ccc2c(c1)ncn2-c1nc(N2CCN(CCCN3CCCCC3)CC2)nc(N2CCN(C3CC3)CC2)n1,0.5,0.5,0.5,fine-tune predictive component_3505
23.0,C1CCC(N2CCN(Cc3nnc4n3CCN(C3CCOC3)CC4)CC2)CC1,CC(c1nnc2n1CCN(C1CCOC1)CC2)N1CCN(C2CCCCC2)CC1,0.5,0.5,0.5,fine-tune predictive component_3506
23.0,O=C(c1ccccc1)N1CCC(N2CCN(c3ccc(=Nc4cc(C5CC5)[nH]n4)[nH]n3)CC2)CC1,O=C(c1ccc(Cl)cc1)N1CCC(N2CCN(c3ccc(=Nc4cc(C5CC5)[nH]n4)[nH]n3)CC2)CC1,0.5,0.5,0.5,fine-tune predictive component_3507
23.0,c1ccc(C2CCC(N3CCN(CCCOCCN4CCN(CCOC(c5ccccc5)c5ccccc5)CC4)CC3)c3ccccc32)cc1,CCCC(CCOCCN1CCN(CCOC(c2ccc(F)cc2)c2ccc(F)cc2)CC1)N1CCN(C2CCC(c3ccccc3)c3ccccc32)CC1,0.5,0.5,0.5,fine-tune predictive component_3508
25.0,C1CCC(N2CCN(C3CCCCC3)CC2)CC1,CC1(C)CCC(N2CCN(C3CCCCC3)CC2)CC1O,0.5,0.5,0.5,fine-tune predictive component_3509
25.0,O=c1c(N2CCN(C3CC3)CC2)nc2ncc(-c3cccnc3)cc2n1Cc1ccc2ncsc2c1,COc1ccc(-c2cnc3nc(N4CCN(C5CC5)CC4)c(=O)n(Cc4cc5scnc5cc4F)c3c2)cn1,0.5,0.5,0.5,fine-tune predictive component_3510
28.0,C1CCC(N2CCN(C3C4CC5CC(C4)CC3C5)CC2)CC1,C1CCC(N2CCN(C3C4CC5CC(C4)CC3C5)CC2)CC1,0.5,0.5,0.5,fine-tune predictive component_3511
27.0,N=C(NCCCCCS(=O)(=O)N1CCN(C2CCCCC2)CC1)C1CC1,CN(C)N=C(NCCCCCS(=O)(=O)N1CCN(C2CCCCC2)CC1)C1CC1,0.5,0.5,0.5,fine-tune predictive component_3512
26.0,O=C(Nc1ccccc1)N1CCN(C2CCCCCC2)CC1,O=C(Nc1ccc(Cl)cc1)N1CCN(C2CCCCCC2)CC1,0.5,0.5,0.5,fine-tune predictive component_3513
26.0,c1cc2c(c(-c3cc[nH]c(=NC4CCCCC4)c3)c1)CC(N1CCN(C3CCC3)CC1)CC2,OC1CCC(N=c2cc(-c3cccc4c3CC(N3CCN(C5CCC5)CC3)CC4)c(Cl)c[nH]2)CC1,0.5,0.5,0.5,fine-tune predictive component_3514
26.0,O=C(c1ccccc1)N1CCC(N2CCN(c3nc(-c4ccc(N5CCNCC5)cc4)cc(=O)[nH]3)CC2)CC1,Cn1c(N2CCN(C3CCN(C(=O)c4ccc(Cl)cc4)CC3)CC2)nc(-c2ccc(N3CCNCC3)cc2)cc1=O,0.5,0.5,0.5,fine-tune predictive component_3515
26.0,O=C(CN1CCN(C2CCCCC2)CC1)NC1CCCc2c[nH]nc21,COCCn1cc2c(n1)C(NC(=O)CN1CCN(C3CCCCC3)CC1)CCC2,0.5,0.5,0.5,fine-tune predictive component_3516
26.0,O=C1c2ccccc2CC2c3c(ncnc3N3CCN(C4CCCC4)CC3)CCN12,Cc1ccc2c(c1)CC1c3c(ncnc3N3CCN(C4CCCC4)CC3)CCN1C2=O,0.5,0.5,0.5,fine-tune predictive component_3517
27.0,O=C(N1CCN(c2ncnc3ccccc23)CC1)N1CCN(C2CCCCC2)CC1,COc1cc2ncnc(N3CCN(C(=O)N4CCN(C5CCCCC5)CC4)CC3)c2cc1OC,0.5,0.5,0.5,fine-tune predictive component_3518
27.0,O=C(c1cc[nH]c1)N1CCN(C2CCCCC2)CC1,Cc1c(C(=O)N2CCN(C3CCCCC3)CC2)ccn1CN(C)C,0.5,0.5,0.5,fine-tune predictive component_3519
27.0,C1=CC2C(C1)COC21COC(CSc2ccccc2C=NOCCCCN2CCN(C3CCCCCC3)CC2)C1,CN(C)C(=O)c1cc(C=NOCCCCN2CCN(C3CCCCCC3)CC2)c(SCC2CC3(CO2)OC(C)(C)C2CC=CC23)c(O)c1O,0.5,0.5,0.5,fine-tune predictive component_3520
27.0,O=c1c2ccc(N3CCN(C4CCN(C5CCCCCCC5)CC4)CC3)cc2cnn1-c1ccccc1,O=C(O)CSc1nn(-c2ccccc2)c(=O)c2ccc(N3CCN(C4CCN(C5CCCCCCC5)CC4)CC3)cc12,0.5,0.5,0.5,fine-tune predictive component_3521
27.0,O=C(Nc1ccc(CN2CCNCC2)cc1)c1cncc(-n2cc(-c3cncc(N4CCNCC4)c3)nn2)c1,Cc1ncc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1-n1cc(-c2cncc(N3CCN(CCO)CC3)c2)nn1,0.5,0.5,0.5,fine-tune predictive component_3522
27.0,c1ccc(-c2nn(-c3ccccc3)cc2CN2CCN(C3CCCCC3)CC2)cc1,COc1ccc(-c2nn(-c3ccc(F)cc3)cc2CN2CCN(C3CCCCC3)CC2)cc1,0.5,0.5,0.5,fine-tune predictive component_3523
27.0,c1ccc2c(c1)CCc1cccnc1C2N1CCN(C2CCCCC2)CC1,c1ccc2c(c1)CCc1cccnc1C2N1CCN(C2CCCCC2)CC1,0.5,0.5,0.5,fine-tune predictive component_3524
25.0,O=C(NC1CCCCN(CCN2CCC(N3CCN(C4CCCCC4)CC3)C2=O)C1)c1cc2cnn(C3CCCCC3)c2s1,Cc1nn(C2CCCCC2)c2sc(C(=O)NC3CCCCN(CCN4CCC(N5CCN(C6CCCCC6)CC5)C4=O)C3)cc12,0.5,0.5,0.5,fine-tune predictive component_3525
27.0,O=C(c1cscn1)N1CCCCC1CN1CCNCC1,COCc1nc(C(=O)N2CCCCC2CN2CCN(CCO)CC2)cs1,0.5,0.5,0.5,fine-tune predictive component_3526
27.0,O=C(C1CC2CNCC1O2)N1CCN(C2CCC2)CC1,CNC(=O)CN1CC2CC(C(=O)N3CCN(C4CCC4)CC3)C(C1)O2,0.5,0.5,0.5,fine-tune predictive component_3527
27.0,O=C(N1CCN(C2CCC2)CC1)C12NCC1C2c1ccccc1,O=C(N1CCN(C2CCC2)CC1)C12NCC1C2c1ccccc1,0.5,0.5,0.5,fine-tune predictive component_3528
27.0,c1ccc2c(c1)CCCC2CCN1CCN(C2CCCCC2)CC1,COc1cccc2c1CCCC2CCN1CCN(C2CCCCC2)CC1,0.5,0.5,0.5,fine-tune predictive component_3529
27.0,c1ccc(C(CN2CCN(C3CCCCCC3)CC2)N2CCN(C3CCCCC3)CC2)cc1,CC(C)c1ccc(C(CN2CCN(C3CCCCCC3)CC2)N2CCN(C3CCCCC3)CC2)cc1,0.5,0.5,0.5,fine-tune predictive component_3530
27.0,O=c1cc(OCCN2CCN(c3ccc(N4CCN(C5CC5)CC4)cc3)CC2)c2ccccc2o1,COc1cc(N2CCN(C3CC3)CC2)ccc1N1CCN(CCOc2cc(=O)oc3cc(O)ccc23)CC1,0.5,0.5,0.5,fine-tune predictive component_3531
27.0,O=S(=O)(CC1CCNCC1)c1ccc2nc(CN3CCN(C4CCC4)CC3)sc2c1,CCC(c1nc2ccc(S(=O)(=O)CC3CCNCC3)cc2s1)N1CCN(C2CCC2)CC1,0.5,0.5,0.5,fine-tune predictive component_3532
27.0,O=C(c1ccc(CN2CCC(N=c3[nH]c(Oc4ccccc4)cc(=Nc4ccccc4)[nH]3)CC2)cc1)N1CCN(C2CC2)CC1,Cc1cc(C)c(N=c2cc(Oc3c(C)cc(C#N)cc3C)[nH]c(=NC3CCN(Cc4ccc(C(=O)N5CCN(C6CC6)CC5)cc4)CC3)[nH]2)c(C)c1,0.5,0.5,0.5,fine-tune predictive component_3533
